timestamp,total_amount
1997-06-27,4879.07
1997-06-28,6321.14
1997-06-29,6888.84
1997-06-30,5866.75
1997-07-01,5668.9
1997-07-02,6673.43
1997-07-03,4805.09
1997-07-04,5350.12
1997-07-05,7529.72
1997-07-06,7435.400000000001
1997-07-07,5356.73
1997-07-08,8678.08
1997-07-09,7378.4800000000005
1997-07-10,6588.72
1997-07-11,7021.99
1997-07-12,6368.74
1997-07-13,5088.76
1997-07-14,6650.6
1997-07-15,7194.45
1997-07-16,6049.32
1997-07-17,8569.65
1997-07-18,5393.35
1997-07-19,6500.76
1997-07-20,5927.33
1997-07-21,7729.71
1997-07-22,8194.76
1997-07-23,7105.3
1997-07-24,5440.62
1997-07-25,6928.67
1997-07-26,4706.24
1997-07-27,5252.11
1997-07-28,7014.83
1997-07-29,6581.66
1997-07-30,6569.78
1997-07-31,5393.01
1997-08-01,8420.43
1997-08-02,6168.31
1997-08-03,7211.44
1997-08-04,6439.43
1997-08-05,5487.78
1997-08-06,8063.08
1997-08-07,6684.62
1997-08-08,6971.22
1997-08-09,7603.2699999999995
1997-08-10,7600.32
1997-08-11,8817.15
1997-08-12,7047.78
1997-08-13,6214.41
1997-08-14,5860.97
1997-08-15,6084.37
1997-08-16,8688.94
1997-08-17,7896.09
1997-08-18,7292.2
1997-08-19,6470.95
1997-08-20,5827.96
1997-08-21,5266.39
1997-08-22,7741.6
1997-08-23,6472.85
1997-08-24,8239.75
1997-08-25,8212.89
1997-08-26,6481.09
1997-08-27,5469.7300000000005
1997-08-28,4959.38
1997-08-29,6751.5
1997-08-30,5916.15
1997-08-31,6499.46
1997-09-01,6494.55
1997-09-02,7368.04
1997-09-03,5269.67
1997-09-04,5722.53
1997-09-05,3900.47
1997-09-06,7415.34
1997-09-07,6798.18
1997-09-08,8237.78
1997-09-09,6833.18
1997-09-10,6479.06
1997-09-11,7056.16
1997-09-12,6168.66
1997-09-13,7850.84
1997-09-14,7760.4
1997-09-15,5679.0599999999995
1997-09-16,6327.17
1997-09-17,6143.13
1997-09-18,4927.72
1997-09-19,6459.95
1997-09-20,5546.89
1997-09-21,5325.89
1997-09-22,7358.4400000000005
1997-09-23,8205.2
1997-09-24,7782.66
1997-09-25,7871.85
1997-09-26,4891.18
1997-09-27,6488.27
1997-09-28,6941.29
1997-09-29,7495.31
1997-09-30,6985.56
1997-10-01,7031.67
1997-10-02,9214.2
1997-10-03,7128.68
1997-10-04,5701.5
1997-10-05,5634.0
1997-10-06,9373.27
1997-10-07,7757.2
1997-10-08,6353.03
1997-10-09,5523.21
1997-10-10,7187.7699999999995
1997-10-11,7269.12
1997-10-12,6660.69
1997-10-13,8617.15
1997-10-14,6884.43
1997-10-15,6686.07
1997-10-16,4774.08
1997-10-17,6790.45
1997-10-18,7544.31
1997-10-19,7394.12
1997-10-20,7024.78
1997-10-21,7379.91
1997-10-22,7294.88
1997-10-23,7453.21
1997-10-24,8667.76
1997-10-25,7105.29
1997-10-26,6686.18
1997-10-27,8271.92
1997-10-28,7243.99
1997-10-29,6603.72
1997-10-30,5680.95
1997-10-31,6487.69
1997-11-01,7238.1
1997-11-02,6950.28
1997-11-03,6700.78
1997-11-04,10846.46
1997-11-05,4671.66
1997-11-06,8839.99
1997-11-07,6468.17
1997-11-08,6866.1
1997-11-09,6892.89
1997-11-10,6445.76
1997-11-11,10020.42
1997-11-12,7047.34
1997-11-13,5903.79
1997-11-14,7880.4
1997-11-15,6974.39
1997-11-16,7346.98
1997-11-17,8559.5
1997-11-18,8005.0
1997-11-19,6368.63
1997-11-20,7589.18
1997-11-21,7352.5
1997-11-22,7667.650000000001
1997-11-23,7121.4
1997-11-24,6505.23
1997-11-25,8338.5
1997-11-26,6934.22
1997-11-27,8302.42
1997-11-28,7023.2300000000005
1997-11-29,6927.53
1997-11-30,8247.35
1997-12-01,6497.42
1997-12-02,9160.37
1997-12-03,7323.54
1997-12-04,5876.0
1997-12-05,7280.23
1997-12-06,6793.52
1997-12-07,6551.9
1997-12-08,7901.7300000000005
1997-12-09,6589.99
1997-12-10,6711.55
1997-12-11,8736.18
1997-12-12,9662.72
1997-12-13,7151.79
1997-12-14,6420.96
1997-12-15,8818.84
1997-12-16,7855.11
1997-12-17,4647.52
1997-12-18,8011.29
1997-12-19,7337.85
1997-12-20,10085.56
1997-12-21,7531.68
1997-12-22,7957.71
1997-12-23,8068.74
1997-12-24,8553.9
1997-12-25,5123.14
1997-12-26,7147.6
1997-12-27,6145.45
1997-12-28,5533.9
1997-12-29,7981.41
1997-12-30,7950.7
1997-12-31,7101.43
1998-01-01,6507.71
1998-01-02,8005.07
1998-01-03,8611.960000000001
1998-01-04,8536.11
1998-01-05,8886.17
1998-01-06,7503.49
1998-01-07,7248.17
1998-01-08,6814.05
1998-01-09,7341.2
1998-01-10,7533.08
1998-01-11,8913.48
1998-01-12,8006.83
1998-01-13,6221.8
1998-01-14,6943.94
1998-01-15,10213.33
1998-01-16,10326.82
1998-01-17,6383.81
1998-01-18,9267.49
1998-01-19,7430.87
1998-01-20,8338.52
1998-01-21,8745.07
1998-01-22,7329.94
1998-01-23,9304.24
1998-01-24,7479.77
1998-01-25,5247.34
1998-01-26,6921.45
1998-01-27,8298.67
1998-01-28,8746.9
1998-01-29,8329.05
1998-01-30,6484.49
1998-01-31,8602.52
1998-02-01,8682.24
1998-02-02,8192.71
1998-02-03,8319.47
1998-02-04,9229.2
1998-02-05,8865.87
1998-02-06,6041.37
1998-02-07,7626.87
1998-02-08,6727.63
1998-02-09,9733.81
1998-02-10,7351.51
1998-02-11,8155.03
1998-02-12,8689.31
1998-02-13,7319.1
1998-02-14,7557.12
1998-02-15,8912.26
1998-02-16,9062.19
1998-02-17,9500.39
1998-02-18,5646.85
1998-02-19,7345.96
1998-02-20,8147.7
1998-02-21,6959.89
1998-02-22,9115.369999999999
1998-02-23,8775.13
1998-02-24,8790.19
1998-02-25,10487.88
1998-02-26,7670.64
1998-02-27,8125.57
1998-02-28,7914.49
1998-03-01,9528.03
1998-03-02,9095.52
1998-03-03,10931.55
1998-03-04,9641.54
1998-03-05,8730.23
1998-03-06,7871.03
1998-03-07,7231.1
1998-03-08,8393.93
1998-03-09,9240.52
1998-03-10,7356.19
1998-03-11,7469.71
1998-03-12,8235.71
1998-03-13,8139.17
1998-03-14,8053.95
1998-03-15,11314.41
1998-03-16,8795.32
1998-03-17,8705.21
1998-03-18,9529.93
1998-03-19,8695.07
1998-03-20,8968.69
1998-03-21,7482.45
1998-03-22,7411.9
1998-03-23,7901.95
1998-03-24,7329.79
1998-03-25,8205.35
1998-03-26,7608.5199999999995
1998-03-27,7672.13
1998-03-28,8755.98
1998-03-29,6111.0
1998-03-30,9005.28
1998-03-31,10815.039999999999
1998-04-01,10145.24
1998-04-02,10369.03
1998-04-03,10668.06
1998-04-04,8142.71
1998-04-05,10842.07
1998-04-06,6996.78
1998-04-07,10130.67
1998-04-08,10314.47
1998-04-09,8871.55
1998-04-10,9046.58
1998-04-11,8394.23
1998-04-12,9855.66
1998-04-13,8682.42
1998-04-14,8577.5
1998-04-15,9008.07
1998-04-16,6804.05
1998-04-17,9718.51
1998-04-18,7457.54
1998-04-19,8178.84
1998-04-20,11058.69
1998-04-21,9199.05
1998-04-22,12099.22
1998-04-23,7899.43
1998-04-24,12014.22
1998-04-25,9816.49
1998-04-26,8336.01
1998-04-27,6639.68
1998-04-28,10025.62
1998-04-29,9717.62
1998-04-30,8146.29
1998-05-01,9125.99
1998-05-02,9660.76
1998-05-03,8441.21
1998-05-04,9356.21
1998-05-05,8197.87
1998-05-06,8732.38
1998-05-07,9312.03
1998-05-08,10104.69
1998-05-09,8780.97
1998-05-10,8455.38
1998-05-11,8430.35
1998-05-12,8571.6
1998-05-13,11723.98
1998-05-14,9271.21
1998-05-15,8651.94
1998-05-16,10615.35
1998-05-17,9169.26
1998-05-18,8245.33
1998-05-19,10811.72
1998-05-20,9410.05
1998-05-21,13590.08
1998-05-22,8151.92
1998-05-23,11609.06
1998-05-24,8691.52
1998-05-25,6764.75
1998-05-26,10347.65
1998-05-27,11994.1
1998-05-28,8267.64
1998-05-29,7466.97
1998-05-30,8433.03
1998-05-31,9511.47
1998-06-01,14527.310000000001
1998-06-02,14604.94
1998-06-03,11442.51
1998-06-04,10198.08
1998-06-05,8111.98
1998-06-06,8158.45
1998-06-07,12746.42
1998-06-08,10177.33
1998-06-09,8215.09
1998-06-10,10091.25
1998-06-11,8867.45
1998-06-12,9394.92
1998-06-13,10870.97
1998-06-14,11235.24
1998-06-15,9557.51
1998-06-16,8154.36
1998-06-17,10938.72
1998-06-18,11173.69
1998-06-19,9832.04
1998-06-20,11056.47
1998-06-21,7976.41
1998-06-22,11422.210000000001
1998-06-23,10283.66
1998-06-24,8811.19
1998-06-25,10960.210000000001
1998-06-26,11293.3
1998-06-27,9059.52
1998-06-28,10229.66
1998-06-29,8490.61
1998-06-30,10521.72
1998-07-01,15983.56
1998-07-02,9554.97
1998-07-03,11419.73
1998-07-04,10618.3
1998-07-05,12569.36
1998-07-06,11526.4
1998-07-07,10736.0
1998-07-08,11753.19
1998-07-09,9569.51
1998-07-10,9175.23
1998-07-11,10024.27
1998-07-12,10008.25
1998-07-13,12115.88
1998-07-14,9864.81
1998-07-15,8775.960000000001
1998-07-16,12810.41
1998-07-17,10525.24
1998-07-18,10316.66
1998-07-19,10219.78
1998-07-20,9907.89
1998-07-21,15182.380000000001
1998-07-22,8937.59
1998-07-23,11617.33
1998-07-24,10157.34
1998-07-25,13164.460000000001
1998-07-26,8278.74
1998-07-27,8488.62
1998-07-28,9530.21
1998-07-29,11430.58
1998-07-30,11057.48
1998-07-31,10220.789999999999
1998-08-01,9407.45
1998-08-02,10479.36
1998-08-03,11472.69
1998-08-04,10235.44
1998-08-05,9642.45
1998-08-06,10339.41
1998-08-07,10623.88
1998-08-08,8597.17
1998-08-09,10082.18
1998-08-10,9344.73
1998-08-11,9597.44
1998-08-12,14482.32
1998-08-13,10461.1
1998-08-14,9150.61
1998-08-15,9993.71
1998-08-16,10540.04
1998-08-17,9184.7
1998-08-18,8663.57
1998-08-19,8974.18
1998-08-20,10171.42
1998-08-21,11091.74
1998-08-22,13139.12
1998-08-23,8092.33
1998-08-24,9720.38
1998-08-25,13039.4
1998-08-26,9880.6
1998-08-27,9338.44
1998-08-28,8442.86
1998-08-29,10307.87
1998-08-30,12025.28
1998-08-31,10809.65
1998-09-01,9923.710000000001
1998-09-02,10806.8
1998-09-03,8825.55
1998-09-04,12235.42
1998-09-05,10546.34
1998-09-06,11024.84
1998-09-07,9646.6
1998-09-08,12004.5
1998-09-09,8837.22
1998-09-10,12746.77
1998-09-11,10649.19
1998-09-12,10664.97
1998-09-13,11301.18
1998-09-14,12522.78
1998-09-15,9703.32
1998-09-16,9114.21
1998-09-17,9814.57
1998-09-18,11608.22
1998-09-19,12272.69
1998-09-20,10115.7
1998-09-21,13646.02
1998-09-22,11968.26
1998-09-23,9448.75
1998-09-24,10221.0
1998-09-25,8419.460000000001
1998-09-26,11889.91
1998-09-27,11553.4
1998-09-28,12269.98
1998-09-29,11718.16
1998-09-30,11916.26
1998-10-01,10613.94
1998-10-02,10495.63
1998-10-03,12749.22
1998-10-04,11404.67
1998-10-05,11703.97
1998-10-06,9642.63
1998-10-07,12950.2
1998-10-08,11013.51
1998-10-09,9161.33
1998-10-10,13545.01
1998-10-11,11231.03
1998-10-12,10314.39
1998-10-13,10374.24
1998-10-14,12434.57
1998-10-15,14007.79
1998-10-16,12697.42
1998-10-17,13415.98
1998-10-18,10806.24
1998-10-19,11654.24
1998-10-20,11152.04
1998-10-21,12886.13
1998-10-22,9796.81
1998-10-23,13860.86
1998-10-24,13084.07
1998-10-25,8825.68
1998-10-26,9311.74
1998-10-27,12435.29
1998-10-28,11650.619999999999
1998-10-29,9748.45
1998-10-30,12806.03
1998-10-31,10190.68
1998-11-01,13048.62
1998-11-02,9548.99
1998-11-03,11367.81
1998-11-04,11974.27
1998-11-05,10259.47
1998-11-06,10719.72
1998-11-07,14837.539999999999
1998-11-08,12909.02
1998-11-09,13282.97
1998-11-10,11156.16
1998-11-11,13468.76
1998-11-12,11612.36
1998-11-13,9669.38
1998-11-14,13889.63
1998-11-15,11688.59
1998-11-16,12321.11
1998-11-17,12336.55
1998-11-18,11442.49
1998-11-19,13114.619999999999
1998-11-20,11504.63
1998-11-21,10308.84
1998-11-22,10836.61
1998-11-23,12931.94
1998-11-24,9270.12
1998-11-25,10418.09
1998-11-26,10707.48
1998-11-27,10381.1
1998-11-28,13680.86
1998-11-29,12976.789999999999
1998-11-30,9481.789999999999
1998-12-01,13826.73
1998-12-02,12264.71
1998-12-03,10541.33
1998-12-04,9413.33
1998-12-05,13040.72
1998-12-06,10909.19
1998-12-07,11388.24
1998-12-08,10417.23
1998-12-09,14839.35
1998-12-10,9901.77
1998-12-11,16166.32
1998-12-12,10752.57
1998-12-13,10618.37
1998-12-14,11349.07
1998-12-15,13147.68
1998-12-16,13191.0
1998-12-17,13013.13
1998-12-18,10731.039999999999
1998-12-19,13989.25
1998-12-20,9461.0
1998-12-21,10967.94
1998-12-22,9440.06
1998-12-23,12656.61
1998-12-24,13399.38
1998-12-25,8895.39
1998-12-26,11225.83
1998-12-27,10061.16
1998-12-28,10454.36
1998-12-29,11780.61
1998-12-30,11180.41
1998-12-31,13514.22
1999-01-01,9741.61
1999-01-02,10743.64
1999-01-03,9529.38
1999-01-04,12300.32
1999-01-05,11119.67
1999-01-06,10557.07
1999-01-07,12922.08
1999-01-08,13639.96
1999-01-09,10952.45
1999-01-10,11928.65
1999-01-11,11576.88
1999-01-12,13607.88
1999-01-13,14150.89
1999-01-14,12699.17
1999-01-15,11696.32
1999-01-16,10028.46
1999-01-17,8890.88
1999-01-18,13511.28
1999-01-19,13072.960000000001
1999-01-20,9839.41
1999-01-21,14372.78
1999-01-22,11430.74
1999-01-23,11360.039999999999
1999-01-24,15679.5
1999-01-25,11429.13
1999-01-26,13657.94
1999-01-27,13033.69
1999-01-28,11886.8
1999-01-29,11602.64
1999-01-30,13390.24
1999-01-31,13436.94
1999-02-01,11387.73
1999-02-02,14921.31
1999-02-03,15091.85
1999-02-04,13729.27
1999-02-05,13137.41
1999-02-06,12071.44
1999-02-07,14490.66
1999-02-08,12169.53
1999-02-09,12490.46
1999-02-10,11007.65
1999-02-11,12948.07
1999-02-12,10427.58
1999-02-13,9645.67
1999-02-14,12694.77
1999-02-15,12903.619999999999
1999-02-16,13159.35
1999-02-17,15984.38
1999-02-18,13860.09
1999-02-19,12932.8
1999-02-20,16821.07
1999-02-21,11969.7
1999-02-22,12612.210000000001
1999-02-23,11381.41
1999-02-24,14780.62
1999-02-25,14915.42
1999-02-26,14784.9
1999-02-27,12856.78
1999-02-28,11227.74
1999-03-01,13197.039999999999
1999-03-02,13136.11
1999-03-03,14212.5
1999-03-04,15619.97
1999-03-05,10862.35
1999-03-06,13984.1
1999-03-07,12130.85
1999-03-08,13893.81
1999-03-09,13894.76
1999-03-10,13369.17
1999-03-11,13244.11
1999-03-12,13277.880000000001
1999-03-13,13575.66
1999-03-14,12171.54
1999-03-15,12287.91
1999-03-16,13442.55
1999-03-17,13993.23
1999-03-18,15575.76
1999-03-19,14779.88
1999-03-20,11820.18
1999-03-21,12435.78
1999-03-22,12920.119999999999
1999-03-23,13819.39
1999-03-24,13614.47
1999-03-25,13574.44
1999-03-26,14314.59
1999-03-27,11909.84
1999-03-28,13280.08
1999-03-29,12734.41
1999-03-30,12987.24
1999-03-31,14359.79
1999-04-01,15910.83
1999-04-02,13488.15
1999-04-03,14051.15
1999-04-04,12376.69
1999-04-05,12776.36
1999-04-06,14301.81
1999-04-07,14449.08
1999-04-08,11602.68
1999-04-09,13329.45
1999-04-10,12134.34
1999-04-11,12540.710000000001
1999-04-12,13061.02
1999-04-13,15710.88
1999-04-14,13721.26
1999-04-15,16716.91
1999-04-16,12965.66
1999-04-17,12554.9
1999-04-18,15598.9
1999-04-19,16713.07
1999-04-20,13000.56
1999-04-21,13247.47
1999-04-22,15396.67
1999-04-23,12337.15
1999-04-24,11485.74
1999-04-25,15275.08
1999-04-26,13104.72
1999-04-27,15787.87
1999-04-28,12954.03
1999-04-29,18094.0
1999-04-30,14959.92
1999-05-01,13798.91
1999-05-02,13068.76
1999-05-03,15076.44
1999-05-04,16097.789999999999
1999-05-05,13544.77
1999-05-06,17170.7
1999-05-07,14588.96
1999-05-08,11385.91
1999-05-09,13922.07
1999-05-10,14130.35
1999-05-11,13246.38
1999-05-12,15198.01
1999-05-13,16121.61
1999-05-14,14656.59
1999-05-15,12076.08
1999-05-16,13531.99
1999-05-17,14126.6
1999-05-18,13619.0
1999-05-19,12872.05
1999-05-20,12902.91
1999-05-21,16180.24
1999-05-22,13092.14
1999-05-23,14047.23
1999-05-24,15394.92
1999-05-25,13203.67
1999-05-26,15230.85
1999-05-27,15724.76
1999-05-28,15860.83
1999-05-29,15428.19
1999-05-30,14463.52
1999-05-31,13429.76
1999-06-01,15279.81
1999-06-02,16288.78
1999-06-03,19016.26
1999-06-04,13660.66
1999-06-05,13632.77
1999-06-06,15663.18
1999-06-07,14653.16
1999-06-08,13941.0
1999-06-09,13055.74
1999-06-10,13065.09
1999-06-11,15680.52
1999-06-12,17217.64
1999-06-13,14084.76
1999-06-14,14118.81
1999-06-15,16987.29
1999-06-16,15055.58
1999-06-17,15058.56
1999-06-18,13760.92
1999-06-19,13484.47
1999-06-20,14371.12
1999-06-21,14309.34
1999-06-22,12699.039999999999
1999-06-23,14519.85
1999-06-24,14013.09
1999-06-25,14170.35
1999-06-26,12662.35
1999-06-27,16241.46
1999-06-28,18234.4
1999-06-29,13739.91
1999-06-30,17578.15
1999-07-01,13489.7
1999-07-02,14887.2
1999-07-03,16889.95
1999-07-04,12894.33
1999-07-05,16146.25
1999-07-06,15147.81
1999-07-07,13865.08
1999-07-08,16911.8
1999-07-09,12252.99
1999-07-10,16850.51
1999-07-11,14440.75
1999-07-12,13626.22
1999-07-13,19363.95
1999-07-14,12490.06
1999-07-15,14842.99
1999-07-16,16020.76
1999-07-17,15170.12
1999-07-18,16015.77
1999-07-19,15447.59
1999-07-20,18329.12
1999-07-21,17434.38
1999-07-22,12612.05
1999-07-23,15374.98
1999-07-24,19900.52
1999-07-25,15493.13
1999-07-26,13575.37
1999-07-27,15140.82
1999-07-28,18562.43
1999-07-29,14653.71
1999-07-30,17048.62
1999-07-31,12934.45
1999-08-01,15300.01
1999-08-02,16176.03
1999-08-03,12972.87
1999-08-04,14236.99
1999-08-05,16349.53
1999-08-06,16723.77
1999-08-07,14693.93
1999-08-08,15559.33
1999-08-09,14181.22
1999-08-10,15490.6
1999-08-11,16324.4
1999-08-12,17684.22
1999-08-13,15617.15
1999-08-14,15912.59
1999-08-15,15450.39
1999-08-16,14376.42
1999-08-17,15601.63
1999-08-18,13233.53
1999-08-19,19694.1
1999-08-20,16822.86
1999-08-21,15241.31
1999-08-22,15458.17
1999-08-23,15049.73
1999-08-24,12228.17
1999-08-25,12545.84
1999-08-26,15641.97
1999-08-27,16160.3
1999-08-28,13276.67
1999-08-29,15058.59
1999-08-30,13550.9
1999-08-31,14916.18
1999-09-01,17245.63
1999-09-02,15259.539999999999
1999-09-03,14675.87
1999-09-04,15131.9
1999-09-05,15008.67
1999-09-06,16236.56
1999-09-07,14773.99
1999-09-08,13069.9
1999-09-09,17819.12
1999-09-10,15069.47
1999-09-11,16192.42
1999-09-12,15520.93
1999-09-13,15765.17
1999-09-14,13661.89
1999-09-15,19228.07
1999-09-16,15971.03
1999-09-17,16190.35
1999-09-18,17277.06
1999-09-19,17586.16
1999-09-20,16000.27
1999-09-21,15119.48
1999-09-22,15529.09
1999-09-23,18735.3
1999-09-24,14660.61
1999-09-25,12859.41
1999-09-26,15105.17
1999-09-27,17542.74
1999-09-28,14718.13
1999-09-29,15835.65
1999-09-30,16261.64
1999-10-01,14811.21
1999-10-02,18689.21
1999-10-03,19027.08
1999-10-04,15481.93
1999-10-05,19934.1
1999-10-06,14300.37
1999-10-07,14991.71
1999-10-08,17686.09
1999-10-09,16353.46
1999-10-10,17318.43
1999-10-11,15676.17
1999-10-12,15930.56
1999-10-13,16137.95
1999-10-14,19024.75
1999-10-15,19005.24
1999-10-16,16808.2
1999-10-17,17171.96
1999-10-18,17309.67
1999-10-19,18631.53
1999-10-20,17696.13
1999-10-21,16584.48
1999-10-22,16394.61
1999-10-23,15211.33
1999-10-24,16252.16
1999-10-25,18171.82
1999-10-26,14617.37
1999-10-27,16770.23
1999-10-28,17685.09
1999-10-29,19399.46
1999-10-30,14874.52
1999-10-31,14951.23
1999-11-01,18031.19
1999-11-02,15165.19
1999-11-03,18078.13
1999-11-04,18313.82
1999-11-05,14107.210000000001
1999-11-06,17063.34
1999-11-07,15638.32
1999-11-08,15907.22
1999-11-09,15930.5
1999-11-10,18191.25
1999-11-11,17007.8
1999-11-12,19731.36
1999-11-13,15645.54
1999-11-14,16358.8
1999-11-15,16611.62
1999-11-16,17088.55
1999-11-17,18124.74
1999-11-18,20336.0
1999-11-19,16532.4
1999-11-20,16714.329999999998
1999-11-21,15119.78
1999-11-22,15988.93
1999-11-23,15792.54
1999-11-24,18434.11
1999-11-25,19630.95
1999-11-26,15356.91
1999-11-27,14576.5
1999-11-28,17888.31
1999-11-29,16608.28
1999-11-30,15240.72
1999-12-01,19508.84
1999-12-02,20719.4
1999-12-03,16189.88
1999-12-04,14876.15
1999-12-05,20308.84
1999-12-06,18028.9
1999-12-07,16793.01
1999-12-08,16146.12
1999-12-09,20591.67
1999-12-10,20360.14
1999-12-11,18884.39
1999-12-12,18879.36
1999-12-13,17199.85
1999-12-14,20544.96
1999-12-15,17767.76
1999-12-16,23364.17
1999-12-17,17913.07
1999-12-18,16712.11
1999-12-19,16675.47
1999-12-20,15699.95
1999-12-21,18113.32
1999-12-22,16707.72
1999-12-23,19080.4
1999-12-24,17083.72
1999-12-25,13043.46
1999-12-26,18243.93
1999-12-27,20078.59
1999-12-28,17150.31
1999-12-29,20887.55
1999-12-30,20720.02
1999-12-31,18510.02
2000-01-01,15813.24
2000-01-02,23045.33
2000-01-03,23789.56
2000-01-04,20174.06
2000-01-05,22802.89
2000-01-06,16979.01
2000-01-07,18331.6
2000-01-08,20658.4
2000-01-09,16260.81
2000-01-10,16628.52
2000-01-11,18276.65
2000-01-12,16303.08
2000-01-13,20990.87
2000-01-14,21445.329999999998
2000-01-15,19076.19
2000-01-16,15941.75
2000-01-17,16279.41
2000-01-18,19803.21
2000-01-19,16093.73
2000-01-20,17096.49
2000-01-21,20365.56
2000-01-22,18052.64
2000-01-23,16355.47
2000-01-24,22203.52
2000-01-25,17586.78
2000-01-26,18990.56
2000-01-27,22227.63
2000-01-28,17345.0
2000-01-29,19898.31
2000-01-30,15621.91
2000-01-31,17183.69
2000-02-01,21762.19
2000-02-02,18977.94
2000-02-03,21967.15
2000-02-04,21909.420000000002
2000-02-05,19000.82
2000-02-06,17620.44
2000-02-07,18853.44
2000-02-08,20236.579999999998
2000-02-09,21138.49
2000-02-10,16243.83
2000-02-11,21559.47
2000-02-12,20321.04
2000-02-13,16743.81
2000-02-14,23792.59
2000-02-15,18839.05
2000-02-16,21693.07
2000-02-17,21133.83
2000-02-18,23013.41
2000-02-19,21470.79
2000-02-20,18763.37
2000-02-21,18183.4
2000-02-22,20818.94
2000-02-23,22530.69
2000-02-24,18196.9
2000-02-25,24869.13
2000-02-26,19318.09
2000-02-27,18484.54
2000-02-28,18930.56
2000-02-29,2376.02
2000-03-01,20941.66
2000-03-02,23019.73
2000-03-03,22109.86
2000-03-04,21048.5
2000-03-05,19128.1
2000-03-06,21642.73
2000-03-07,20984.81
2000-03-08,21281.420000000002
2000-03-09,23101.71
2000-03-10,26279.57
2000-03-11,21449.55
2000-03-12,16888.61
2000-03-13,21535.76
2000-03-14,21141.69
2000-03-15,22554.25
2000-03-16,22704.28
2000-03-17,21699.97
2000-03-18,20562.0
2000-03-19,16631.8
2000-03-20,17698.59
2000-03-21,19685.05
2000-03-22,18783.66
2000-03-23,23573.11
2000-03-24,20692.21
2000-03-25,19928.58
2000-03-26,22529.95
2000-03-27,23485.27
2000-03-28,20156.74
2000-03-29,22380.89
2000-03-30,18878.6
2000-03-31,20694.32
2000-04-01,20534.54
2000-04-02,18632.36
2000-04-03,20747.65
2000-04-04,19891.44
2000-04-05,22335.95
2000-04-06,24106.86
2000-04-07,23190.67
2000-04-08,23075.07
2000-04-09,20752.11
2000-04-10,19310.73
2000-04-11,21701.76
2000-04-12,20890.38
2000-04-13,20527.64
2000-04-14,22755.12
2000-04-15,18986.13
2000-04-16,20131.05
2000-04-17,21521.69
2000-04-18,23261.59
2000-04-19,25443.97
2000-04-20,23524.29
2000-04-21,25253.08
2000-04-22,23549.94
2000-04-23,17382.91
2000-04-24,23256.48
2000-04-25,18463.1
2000-04-26,22700.06
2000-04-27,20094.79
2000-04-28,27281.88
2000-04-29,21569.67
2000-04-30,20253.83
2000-05-01,21818.08
2000-05-02,22431.27
2000-05-03,21668.53
2000-05-04,23307.18
2000-05-05,24622.19
2000-05-06,23961.59
2000-05-07,19396.71
2000-05-08,20189.51
2000-05-09,18522.98
2000-05-10,19910.33
2000-05-11,25391.81
2000-05-12,22847.93
2000-05-13,19406.36
2000-05-14,20559.91
2000-05-15,22117.55
2000-05-16,21151.54
2000-05-17,20262.39
2000-05-18,23203.56
2000-05-19,25448.21
2000-05-20,22361.18
2000-05-21,20121.920000000002
2000-05-22,20525.6
2000-05-23,21616.33
2000-05-24,25957.23
2000-05-25,23066.55
2000-05-26,21159.59
2000-05-27,19650.66
2000-05-28,21976.7
2000-05-29,17656.46
2000-05-30,28162.48
2000-05-31,23527.329999999998
2000-06-01,21335.27
2000-06-02,23755.86
2000-06-03,17692.78
2000-06-04,22786.26
2000-06-05,23039.04
2000-06-06,22212.9
2000-06-07,25520.08
2000-06-08,24429.82
2000-06-09,24536.87
2000-06-10,21896.85
2000-06-11,21623.04
2000-06-12,26518.51
2000-06-13,23433.13
2000-06-14,21084.69
2000-06-15,21432.14
2000-06-16,25341.239999999998
2000-06-17,22235.98
2000-06-18,21424.99
2000-06-19,27733.08
2000-06-20,22198.68
2000-06-21,24831.62
2000-06-22,19088.81
2000-06-23,22230.95
2000-06-24,21749.6
2000-06-25,20441.92
2000-06-26,25274.68
2000-06-27,23648.12
2000-06-28,22319.07
2000-06-29,24498.83
2000-06-30,26465.73
2000-07-01,23203.67
2000-07-02,22946.63
2000-07-03,23809.82
2000-07-04,19981.1
2000-07-05,27460.09
2000-07-06,22566.94
2000-07-07,26438.74
2000-07-08,21113.73
2000-07-09,22157.27
2000-07-10,23877.47
2000-07-11,26779.68
2000-07-12,24386.51
2000-07-13,25040.27
2000-07-14,25512.45
2000-07-15,21797.19
2000-07-16,20039.63
2000-07-17,22909.04
2000-07-18,24169.39
2000-07-19,27292.71
2000-07-20,24491.79
2000-07-21,25642.05
2000-07-22,24031.11
2000-07-23,23272.53
2000-07-24,22442.92
2000-07-25,24908.73
2000-07-26,23694.47
2000-07-27,20027.26
2000-07-28,27083.08
2000-07-29,22851.02
2000-07-30,21770.95
2000-07-31,22253.579999999998
2000-08-01,23355.75
2000-08-02,21131.39
2000-08-03,22272.2
2000-08-04,27437.76
2000-08-05,22584.13
2000-08-06,19795.45
2000-08-07,26661.98
2000-08-08,26347.6
2000-08-09,21928.29
2000-08-10,22873.85
2000-08-11,23212.5
2000-08-12,19791.58
2000-08-13,20499.27
2000-08-14,26897.829999999998
2000-08-15,25425.0
2000-08-16,22536.5
2000-08-17,24277.39
2000-08-18,25237.95
2000-08-19,23171.45
2000-08-20,23246.55
2000-08-21,21107.71
